guid,lite_or_pro,level,left_more_than_1_day,inactive_hours_till_2026_02_24_end,user_projects_count,session,project_file,project_number,project_time,last_edit_time,last_error_time,last_error_category,last_error_message,theme,domains,operations,no_changes_after_error
9baef9fd-d988-411e-9664-5821d9547849,lite,продвинутый,yes,167.5,46,Session 3. 2026-02-17 12-55,Project 12.zip,12,2026-02-17 14:02:00.759466,2026-02-17 14:01:37.358625,2026-02-17 14:02:00.759466,Парсинг страницы действия id: <id> группы действий id: <id> Не найдены элементы по заданным параметрам,Парсинг страницы действия id: 29c67ca7-7fb4-43d3-97ad-0f79f1a34161 группы действий id: caeaf5c9-578a-4852-9879-6337cf60bd3e Не найдены элементы по заданным параметрам,Регистрация/аккаунты,"processingv2.betatransfer.io, swarovski-vista.xyz","Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Прокси/профили/эмуляция, Логика/ретраи",yes
939ae30c-35cb-48dc-9292-28cb68d96c04,pro,средний,yes,154.6,18,Session 1. 2026-02-18 11-22,Project 8.zip,8,2026-02-18 12:37:35.565386,2026-02-18 12:37:34.409033,2026-02-18 12:37:35.565386,Выполнение действия TextProcessing id: <id> группы действий id: <id> No such list: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariable,"Выполнение действия TextProcessing id: c2c01fc7-ed64-4821-80d5-d433b0db452a группы действий id: 4b83446f-1fa5-49ab-8983-4c4e7f710083 No such list: | ZennoLab.TemplateManipulator.V4.Helpers.InvalidVariableException: No such list:  ---> System.InvalidOperationException: Последовательность не содержит соответствующий элемент
   в System.Linq.Enumerable.First[TSource](IEnumerable`1 source, Func`2 predicate)
   в ZennoLab.TemplateManipulator.V4.ComponentBlocks.Helpers.ListsV4.get_Item(String listNa",Регистрация/аккаунты,"educer.netlify.app, searchapi.api.cloud.yandex.net",Парсинг/валидация,yes
ee229717-81df-4652-9537-c5a5eb5eedb3,pro,средний,yes,153.3,3,Session 2. 2026-02-18 14-20,Project 2.zip,2,2026-02-18 14:20:16.978268,,2026-02-18 14:19:00.557735,"Выполнение действия Emulation id: <id> группы действий id: <id> Имитация просмотра страницы не поддерживается в Firefox52x64. Пожалуйста, ис","Выполнение действия Emulation id: e1acec73-3889-4757-8662-3b5fbcbd4cf9 группы действий id: 94ea2462-dc40-4abd-9bc1-ef9ad0feeb20 Имитация просмотра страницы не поддерживается в Firefox52x64. Пожалуйста, используйте CEF (Chrome) или Chromium | System.Exception: Имитация просмотра страницы не поддерживается в Firefox52x64. Пожалуйста, используйте CEF (Chrome) или Chromium
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.EmulationPageviewSimulation(Object inf",Регистрация/аккаунты,yandex.ru,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция",yes
6e0f7e8a-8e1e-4fec-8337-27ccb5c7fc63,lite,новичок,yes,143.2,2,Session 1. 2026-02-19 00-45,Project 2.zip,2,2026-02-19 00:50:56.914941,2026-02-19 00:47:36.677445,2026-02-19 00:48:49.024884,Server 500,"Выполнение действия Emulation id: 25500eeb-7cab-4641-b3ee-6b1df78471a7 группы действий id: 340f7e8a-4e73-4df6-9bd4-b101a6f6bb01 Входная строка имела неверный формат. | System.FormatException: Входная строка имела неверный формат.
   в System.Number.StringToNumber(String str, NumberStyles options, NumberBuffer& number, NumberFormatInfo info, Boolean parseDecimal)
   в System.Number.ParseInt32(String s, NumberStyles style, NumberFormatInfo info)
   в ZennoLab.ZennoPoster.Core.Modules.TemplateEx",Регистрация/аккаунты,,Прочие действия,yes
0f741e48-d508-45f9-a11a-0eed305a740e,pro,средний,yes,143.2,32,Session 3. 2026-02-18 22-05,Project 26.zip,26,2026-02-19 00:09:40.768932,2026-02-19 00:07:33.656974,2026-02-19 00:09:40.768932,Captcha/anti-bot,Выполнение действия распознавания ReCaptcha id: 8f306e73-9391-4777-9bf5-f215a1004098 группы действий id: 938ffec5-0415-4794-8f2a-e57c55093675 ReCaptcha2 не распознана,Регистрация/аккаунты,,"Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets",yes
4f281ecb-819b-4f17-bcab-b6619caaff41,pro,средний,yes,132.0,1,Session 1. 2026-02-19 11-57,Project 1.zip,1,2026-02-19 11:57:00,2026-02-19 11:52:58.035748,2026-02-19 11:56:15.145597,Access denied,"Выполнение действия Создать профили ZennoBrowser id: f1e91e96-8395-4ce5-a3b5-ec2ec42ffc0e группы действий id: fd1d3ccd-c286-4b1a-9f7d-2c1a192c563b {""ExceptionJson"":[""{\u0022$type\u0022:\u0022ZennoLab.Platform.Abstracts.Exceptions.ExceptionCarrier\u0022,\u0022Message\u0022:\u0022Status(StatusCode=\\u0022PermissionDenied\\u0022, Detail=\\u0022RBAC: access denied\\u0022)\u0022}""],""InnerException"":null} | System.Exception: {""ExceptionJson"":[""{\u0022$type\u0022:\u0022ZennoLab.Platform.Abstracts.Excep",Регистрация/аккаунты,"mtsdengi.ru, online.mtsdengi.ru, sms.myneogroup.space","Навигация по сайтам, Формы/клики/DOM, HTTP/API запросы, Парсинг/валидация, Прокси/профили/эмуляция, Логика/ретраи",yes
ba2e4c8a-0b65-4207-8758-7ae09da08b90,pro,продвинутый,yes,129.6,32,Session 2. 2026-02-19 10-35,Project 30.zip,30,2026-02-19 13:53:04.833585,,2026-02-19 13:53:04.833585,Выполнение логического оператора If действия id: <id> группы действий id: <id> Результат: false,Выполнение логического оператора If действия id: abf427b9-b741-4b29-a48b-f17077b8870d группы действий id: d9017729-49ad-4b6d-91cc-98b1f3b80b61 Результат: false,Регистрация/аккаунты,,Логика/ретраи,yes
45be4498-2a2b-4d1e-bb28-9e8177d04260,lite,новичок,yes,126.9,1,Session 2. 2026-02-19 16-04,Project 3.zip,3,2026-02-19 17:04:11.336553,,2026-02-19 17:03:59.947489,Выполнение действия Запустить инстанс ZennoBrowser id: <id> группы действий id: <id> Ошибка запуска профиля ZennoBrowser (<id>): Can't conne,"Выполнение действия Запустить инстанс ZennoBrowser id: af974e66-ff86-4ff8-938e-49f7c9ebdaa7 группы действий id: e7aeb428-c749-4a16-a7eb-9f3235f02206 Ошибка запуска профиля ZennoBrowser (2E7D22EC-7AFB-4ED1-A064-A0E629C42EFA): Can't connect to ZennoBrowser | ZennoLab.ZennoPoster.Core.Tasks.Threads.StartBaseFatalException: Ошибка запуска профиля ZennoBrowser (2E7D22EC-7AFB-4ED1-A064-A0E629C42EFA): Can't connect to ZennoBrowser ---> System.Exception: Can't connect to ZennoBrowser
   в ZennoLab.Prod",Регистрация/аккаунты,,Прочие действия,yes
0d498cf7-7ae0-45a4-8ba7-8c1b4c4aa908,pro,новичок,yes,123.2,7,Session 2. 2026-02-19 07-11,Project 2.zip,2,2026-02-19 08:07:14.787068,,2026-02-19 08:07:14.787068,"Выполнение действия CSharp OwnCode: Парсим мемы, постим на сервак. id: <id> группы действий id: <id> [Строка: <n>; Cтолбец: 1] Индекс находи","Выполнение действия CSharp OwnCode: Парсим мемы, постим на сервак. id: 4326cb17-8d39-427b-99d8-0853e43e0403 группы действий id: f4ece91f-b951-4142-8c68-2332cda71de2 [Строка: 245; Cтолбец: 1] Индекс находился вне границ массива. | System.IndexOutOfRangeException: Индекс находился вне границ массива.
   в ZennoLab.OwnCode.C4326cb178d39427b99d80853e43e0403.M4326cb178d39427b99d80853e43e0403(IZennoPosterProjectModel project, Instance instance) в C:\Users\1\AppData\Local\Temp\CompilerFolder\ProjectMa",Служебная автоматизация,,Прочие действия,yes
0fedf6a1-c55e-42f5-8314-da821d4c1f56,lite,продвинутый,yes,122.7,34,Session 6. 2026-02-19 15-52,Project 25.zip,25,2026-02-19 16:02:28.906787,2026-02-19 15:59:42.923849,2026-02-19 16:02:28.906787,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска","Выполнение действия HtmlElement id: d23e1785-c666-4063-b200-0b01f6fba790 группы действий id: 707b3ec2-02ea-4dd6-b855-5e2514723cf1 Не найден HTML элемент, по условиям поиска",Регистрация/аккаунты,"2fa.fb.tools, arb.pubpower.io, google.com","Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Прокси/профили/эмуляция, Логика/ретраи",yes
0fedf6a1-c55e-42f5-8314-da821d4c1f56,lite,продвинутый,yes,122.7,34,Session 5. 2026-02-18 21-18,Project 22.zip,22,2026-02-18 21:18:00,,2026-02-18 21:16:23.066828,Выполнение действия WebBrowserSettings id: <id> группы действий id: <id> Не найдены cookies для загрузки. | System.Exception: Не найдены coo,"Выполнение действия WebBrowserSettings id: aa218e58-fe19-4430-bb73-fef25b150f35 группы действий id: b417c84c-856b-4389-975d-fe7714e0c0e2 Не найдены cookies для загрузки. | System.Exception: Не найдены cookies для загрузки.
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.WebBrowserCookieImport(Object info, ProjectMakerProcessing proc, String[] parameters)
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.WebBrowserC",Регистрация/аккаунты,"2fa.fb.tools, arb.pubpower.io, google.com","Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Прокси/профили/эмуляция, Логика/ретраи",yes
0fedf6a1-c55e-42f5-8314-da821d4c1f56,lite,продвинутый,yes,122.7,34,Session 3. 2026-02-18 16-26,Project 9.zip,9,2026-02-18 16:26:00,2026-02-18 16:22:29.819982,2026-02-18 16:24:48.326055,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска","Выполнение действия HtmlElement id: d23e1785-c666-4063-b200-0b01f6fba790 группы действий id: 707b3ec2-02ea-4dd6-b855-5e2514723cf1 Не найден HTML элемент, по условиям поиска",Регистрация/аккаунты,"2fa.fb.tools, arb.pubpower.io, google.com","Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Прокси/профили/эмуляция, Логика/ретраи",yes
3a6e0707-68cc-4502-953a-1178ba92aa85,lite,продвинутый,yes,121.2,85,Session 9. 2026-02-19 15-49,Project 80.zip,80,2026-02-19 16:53:46.447026,2026-02-19 16:50:46.486782,2026-02-19 16:53:46.447026,Парсинг страницы действия id: <id> группы действий id: <id> Не найдены элементы по заданным параметрам,Парсинг страницы действия id: 78ce0505-cb80-4b78-9f61-f809240b6fb5 группы действий id: fa2d843f-1ae9-4c9f-819e-aca6f7a55e0b Не найдены элементы по заданным параметрам,Регистрация/аккаунты,yandex.ru,"Навигация по сайтам, Формы/клики/DOM, Логика/ретраи",yes
7bb22db3-6556-4234-8f58-47230505d4d2,pro,новичок,yes,116.6,11,Session 5. 2026-02-20 03-12,Project 18.zip,18,2026-02-20 03:22:36.908706,,2026-02-20 03:22:36.908706,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска","Выполнение действия HtmlElement id: 14d9334f-f825-42f2-af3c-bc6f770ef104 группы действий id: 5faf9e4a-f6aa-4c18-ad4e-7e496d27e5e4 Не найден HTML элемент, по условиям поиска",Служебная автоматизация,,Прочие действия,yes
7bb22db3-6556-4234-8f58-47230505d4d2,pro,новичок,yes,116.6,11,Session 5. 2026-02-20 03-12,Project 17.zip,17,2026-02-20 03:17:08.180004,2026-02-20 03:13:25.132138,2026-02-20 03:17:08.180004,Выполнение действия WebBrowserTabManagement id: <id> группы действий id: <id> Не нашли вкладку popup-1 в инстансе. Инстанс <n>:<n>.0.0.1 | S,"Выполнение действия WebBrowserTabManagement id: ca10111f-4349-41c7-b291-d0352b811289 группы действий id: 9ac484c7-8641-473a-8d0e-0e91b5e57303 Не нашли вкладку popup-1 в инстансе. Инстанс 50606:127.0.0.1 | System.Exception: Не нашли вкладку popup-1 в инстансе. Инстанс 50606:127.0.0.1
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.GetTab(String tabSelector, String tabParam)
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectE",Регистрация/аккаунты,yandex.ru,"Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Логика/ретраи",yes
c955668d-7c04-4423-b6be-e3da7159dbd1,lite,продвинутый,yes,108.2,77,Session 5. 2026-02-19 14-27,Project 76.zip,76,2026-02-19 20:29:41.484756,,2026-02-19 20:29:41.484756,Выполнение действия CSharp OwnCode. id: <id> группы действий id: <id> Поток находился в процессе прерывания. | System.Threading.ThreadAbortE,"Выполнение действия CSharp OwnCode. id: c96b1f28-5f82-4f08-b143-1491b99a9f4c группы действий id: a0f86f9f-0d88-4057-9849-49278f00e9c2 Поток находился в процессе прерывания. | System.Threading.ThreadAbortException: Поток находился в процессе прерывания.
   в System.RuntimeMethodHandle.InvokeMethod(Object target, Object[] arguments, Signature sig, Boolean constructor)
   в System.Reflection.RuntimeMethodInfo.UnsafeInvokeInternal(Object obj, Object[] parameters, Object[] arguments)
   в System.R",Регистрация/аккаунты,"healthunlocked.com, mynudetits.online","Навигация по сайтам, Формы/клики/DOM, Таблицы/Google Sheets, Прокси/профили/эмуляция, Логика/ретраи",yes
c955668d-7c04-4423-b6be-e3da7159dbd1,lite,продвинутый,yes,108.2,77,Session 1. 2026-02-16 16-50,Project 13.zip,13,2026-02-16 18:06:46.203437,,2026-02-16 18:06:46.203437,"Выполнение действия HtmlElement id: <id> группы действий id: <id> Не найден HTML элемент, по условиям поиска","Выполнение действия HtmlElement id: cc21784b-e696-4fa6-a35a-fdbf1a79a8e2 группы действий id: c793eb5d-15de-4d42-ac61-f8a04cffbfee Не найден HTML элемент, по условиям поиска",Регистрация/аккаунты,"chat-fr.org, mynudetits.online","Навигация по сайтам, Формы/клики/DOM, Прокси/профили/эмуляция, Логика/ретраи",yes
59cea431-d7f2-4930-bc27-da3e5f7bbc01,pro,средний,yes,105.1,13,Session 4. 2026-02-19 17-28,Project 12.zip,12,2026-02-19 17:28:00,,2026-02-19 17:26:30.670332,运行列表 动作id<id> 动作组id<id> 列表为空 | System.Exception: 列表为空,"运行列表 动作idc1ba81a7-752c-4e94-b014-e6a065cc0995 动作组idf889fc56-fb80-4f86-b5dd-1d8c913c4d91 列表为空 | System.Exception: 列表为空
   at ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.ListGetString(Object info, ProjectMakerProcessing proc, String[] parameters)
   at ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.ListGetString(Object info, ProjectMakerProcessing proc, String[] parameters)",Регистрация/аккаунты,japantravel.navitime.com,"Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция, Логика/ретраи",yes
1063732f-f84e-444c-a487-552107f29a30,lite,новичок,yes,102.1,3,Session 1. 2026-02-20 17-06,Project 1.zip,1,2026-02-20 17:06:00,2026-02-20 17:03:59.578789,2026-02-20 17:05:04.087996,"Running the WebBrowserSettings action id: <id> action group id: <id> Error reading the file, it probably has wrong format or corrupted","Running the WebBrowserSettings action id: 7e81cc77-209f-41bc-8bfc-81d0e639e496 action group id: 60f9fc8e-16aa-4f70-acb2-f5ab3fba7117 Error reading the file, it probably has wrong format or corrupted:
String was not recognized as a valid Boolean. | System.Exception: Error reading the file, it probably has wrong format or corrupted:
String was not recognized as a valid Boolean.
   at ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.WebBrowserCookieImport(Objec",Регистрация/аккаунты,,Прочие действия,yes
8ba3c540-5d84-41a7-9421-3f8126366bd9,lite,средний,yes,102.0,27,Session 4. 2026-02-20 14-55,Project 21.zip,21,2026-02-20 16:29:41.345283,,2026-02-20 16:29:41.345283,Proxy issue,"Выполнение действия Запустить инстанс ZennoBrowser id: 1d6c310e-447c-497b-a2eb-b73c1cbb2618 группы действий id: 50bacbf9-9f29-4493-a529-376471134381 Ошибка запуска профиля ZennoBrowser (1347A0C8-A450-413B-9C61-781919B7BAEC): Status(StatusCode=""Unknown"", Detail=""Exception was thrown by handler. JsonException: Unable to deserialize type #=z2FfSx8RA77FbOK_a4IWQLcboNKkLaLMGlVcqek37EGNK4PgrrA==  from '{""$type"":""ZennoLab.Platform.Abstracts.ProfileManagement.Exceptions.Carriers.ProxyUnavailableExceptio",Служебная автоматизация,,Прочие действия,yes
8ba3c540-5d84-41a7-9421-3f8126366bd9,lite,средний,yes,102.0,27,Session 4. 2026-02-20 14-55,Project 19.zip,19,2026-02-20 16:09:02.143497,,2026-02-20 16:09:02.143497,Proxy issue,"Выполнение действия Запустить инстанс ZennoBrowser id: 1d6c310e-447c-497b-a2eb-b73c1cbb2618 группы действий id: 50bacbf9-9f29-4493-a529-376471134381 Ошибка запуска профиля ZennoBrowser (1347A0C8-A450-413B-9C61-781919B7BAEC): Status(StatusCode=""Unknown"", Detail=""Exception was thrown by handler. JsonException: Unable to deserialize type #=z2FfSx8RA77FbOK_a4IWQLcboNKkLaLMGlVcqek37EGNK4PgrrA==  from '{""$type"":""ZennoLab.Platform.Abstracts.ProfileManagement.Exceptions.Carriers.ProxyUnavailableExceptio",Регистрация/аккаунты,tumblr.com,"Навигация по сайтам, Формы/клики/DOM",yes
375ee4b6-bdca-4088-8c48-b8ae3da61897,pro,средний,yes,92.4,17,Session 1. 2026-02-20 09-12,Project 5.zip,5,2026-02-20 09:44:01.303306,2026-02-20 09:43:51.786428,2026-02-20 09:44:01.303306,Server 500,"Выполнение действия WebBrowserTab id: 32f3533d-4d0b-4f4f-9f5f-b73677df6f26 группы действий id: 0a889ebc-f7a0-4500-94f8-ba7b38f50219 Ссылка на объект не указывает на экземпляр объекта. | System.NullReferenceException: Ссылка на объект не указывает на экземпляр объекта.
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ThrowingCommandCenter.ThrowingInstance.get_ActiveTab()
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.GetTab(String tabSelector, St",Регистрация/аккаунты,yandex.ru,Навигация по сайтам,yes
a47c6d99-9d9a-4a37-b961-bfeb93e65d1a,pro,профессионал,yes,84.3,62,Session 2. 2026-02-17 14-25,Project 31.zip,31,2026-02-19 13:01:48.302983,,2026-02-19 13:01:48.302983,Null reference,"Выполнение действия WebBrowserTab id: 65d35a8b-7a4d-46cc-93b9-42196e0b0905 группы действий id: 5c612b95-0772-4901-b14d-88554cc31569 Ссылка на объект не указывает на экземпляр объекта. | System.NullReferenceException: Ссылка на объект не указывает на экземпляр объекта.
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ThrowingCommandCenter.ThrowingInstance.get_ActiveTab()
   в ZennoLab.ZennoPoster.Core.Modules.TemplateExecutor.ProjectExecutors.ProjectExecutor.GetTab(String tabSelector, St",Регистрация/аккаунты,"135.181.178.31, api.anymessage.shop, api4.ipify.org, app.corecluster.pro, coinbase.com, nutzer.edenred.de","Навигация по сайтам, Формы/клики/DOM, Парсинг/валидация, Прокси/профили/эмуляция, Логика/ретраи",yes
